clearinghouse_id,system_name,county,population,service_connections,total_population,clearinghouse_water_type
CA3310025,"NORCO, CITY OF",RIVERSIDE,24909,7422,24909,"Consecutive Connections,Groundwater & GWUDI"
CA1910101,ORCHARD DALE WATER DISTRICT,LOS ANGELES,25000,4331,25000,Consecutive Connections
CA1910154,CITY OF SOUTH PASADENA,LOS ANGELES,25329,6410,25329,"Consecutive Connections,Groundwater & GWUDI"
CA1910223,GSWC-SOUTH SAN GABRIEL,LOS ANGELES,25907,4997,25907,"Consecutive Connections,Groundwater & GWUDI"
CA4910017,"WINDSOR, TOWN OF",SONOMA,25985,9018,25985,"Consecutive Connections,Groundwater & GWUDI"
CA3410704,SCWA MATHER-SUNRISE,SACRAMENTO,25988,7875,25988,"Consecutive Connections,Groundwater & GWUDI"
CA3610073,HI DESERT WD,SAN BERNARDINO,26032,11016,26032,"Consecutive Connections,Groundwater & GWUDI"
CA3110005,PLACER CWA - AUBURN/BOWMAN,PLACER,20169,8555,26267,Surface Water
CA1910091,MONTEBELLO LAND & WATER CO.,LOS ANGELES,26554,3957,26554,"Consecutive Connections,Groundwater & GWUDI"
CA1910212,GSWC-SOUTH ARCADIA,LOS ANGELES,26688,7583,26688,"Consecutive Connections,Groundwater & GWUDI"
CA4810001,CITY OF BENICIA,SOLANO,27131,9735,27131,Surface Water
CA1910167,"VERNON-CITY, WATER DEPT.",LOS ANGELES,28000,1058,28000,"Consecutive Connections,Groundwater & GWUDI"
CA0710006,CITY OF MARTINEZ,CONTRA COSTA,28518,10170,28518,Consecutive Connections
CA3410021,SAN JUAN WATER DISTRICT,SACRAMENTO,28971,10802,28971,Surface Water
CA3710018,RINCON DEL DIABLO MWD (ID-1),SAN DIEGO,29206,7577,29206,Consecutive Connections
CA4810005,SUISUN-SOLANO WATER AUTHORITY,SOLANO,29530,8713,29530,Surface Water
CA3710026,VALLEY CENTER MWD,SAN DIEGO,29708,9578,29708,Consecutive Connections
CA4310028,SAN JOSE STATE UNIVERSITY,SANTA CLARA,30000,1,30000,Consecutive Connections
CA3310006,"BANNING, CITY OF",RIVERSIDE,31179,11337,31179,"Consecutive Connections,Groundwater & GWUDI"
CA1910062,"LA VERNE, CITY WD",LOS ANGELES,32206,8816,32206,"Consecutive Connections,Groundwater & GWUDI"
CA4310013,STANFORD UNIVERSITY,SANTA CLARA,32235,1523,32235,"Consecutive Connections,Groundwater & GWUDI"
CA1510006,EAST NILES CSD,KERN,32517,8126,32517,"Consecutive Connections,Groundwater & GWUDI"
CA1910028,CRESCENTA VALLEY CWD,LOS ANGELES,32665,8282,32665,"Consecutive Connections,Groundwater & GWUDI"
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,LOS ANGELES,32719,8031,32719,Consecutive Connections
CA1910127,"COVINA-CITY, WATER DEPT.",LOS ANGELES,33300,8612,33300,Consecutive Connections
CA3310016,"HEMET, CITY OF",RIVERSIDE,33828,9692,33828,"Consecutive Connections,Groundwater & GWUDI"
CA1910083,"MANHATTAN BEACH-CITY, WATER DEPT.",LOS ANGELES,34668,13258,34668,"Consecutive Connections,Groundwater & GWUDI"
CA3910015,CITY OF LATHROP,SAN JOAQUIN,35080,9893,35080,"Consecutive Connections,Groundwater & GWUDI"
CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,35135,9613,35135,Consecutive Connections
CA3410031,CAL AM - ANTELOPE,SACRAMENTO,35204,10668,35204,"Consecutive Connections,Groundwater & GWUDI"
CA3710008,FALLBROOK PUD,SAN DIEGO,35237,9167,35237,"Consecutive Connections,Groundwater & GWUDI"
CA3410009,FAIR OAKS WATER DISTRICT,SACRAMENTO,35377,14270,35377,"Consecutive Connections,Groundwater & GWUDI"
CA3710013,LAKESIDE WD,SAN DIEGO,35500,6965,35500,"Consecutive Connections,Groundwater & GWUDI"
CA0110011,CITY OF LIVERMORE,ALAMEDA,35672,9932,35672,Consecutive Connections
CA1910022,CALIF STATE POLYTECHNICAL UNIV - POMONA,LOS ANGELES,36455,968,36455,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3710750,NAS NORTH ISLAND & NAB CORONADO,SAN DIEGO,36500,1385,36500,Consecutive Connections
CA3310044,RUBIDOUX COMMUNITY SD,RIVERSIDE,36827,6697,36827,"Consecutive Connections,Groundwater & GWUDI"
CA1910090,"MONROVIA-CITY, WATER DEPT.",LOS ANGELES,37787,9396,37787,"Consecutive Connections,Groundwater & GWUDI"
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,SANTA CLARA,37991,2201,37991,"Consecutive Connections,Groundwater & GWUDI"
CA1910030,GSWC - CULVER CITY,LOS ANGELES,38029,9334,38029,"Consecutive Connections,Groundwater & GWUDI"
CA1910024,GSWC - CLAREMONT,LOS ANGELES,39279,11230,39279,"Consecutive Connections,Groundwater & GWUDI"
CA1510017,INDIAN WELLS VALLEY W.D.,KERN,39478,12513,39478,"Consecutive Connections,Groundwater & GWUDI"
CA1510015,OILDALE MWC,KERN,39756,12207,39756,"Consecutive Connections,Groundwater & GWUDI"
CA3610001,"ADELANTO, CITY OF",SAN BERNARDINO,39930,8318,39930,"Consecutive Connections,Groundwater & GWUDI"
CA3710021,SAN DIEGUITO WD,SAN DIEGO,40103,12104,40103,Consecutive Connections
CA1910042,"PICO RIVERA - CITY, WATER DEPT.",LOS ANGELES,40600,9473,40600,"Consecutive Connections,Groundwater & GWUDI"
CA1910156,"BEVERLY HILLS-CITY, WATER DEPT.",LOS ANGELES,40856,10100,40856,"Consecutive Connections,Groundwater & GWUDI"
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,41000,160,41000,"Consecutive Connections,Groundwater & GWUDI"
CA3410004,CARMICHAEL WATER DISTRICT,SACRAMENTO,41193,11710,41193,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4910014,"ROHNERT PARK, CITY OF",SONOMA,42484,10052,42484,"Consecutive Connections,Groundwater & GWUDI"
CA3410008,ELK GROVE WATER DISTRICT,SACRAMENTO,42556,13020,42556,"Consecutive Connections,Groundwater & GWUDI"
CA1910098,GSWC - NORWALK,LOS ANGELES,42997,9396,42997,"Consecutive Connections,Groundwater & GWUDI"
CA0710007,DIABLO WATER DISTRICT,CONTRA COSTA,43357,13366,43357,"Consecutive Connections,Groundwater & GWUDI"
CA1910047,HAWTHORNE-CITY WATER DEPT.,LOS ANGELES,44729,6215,44729,"Consecutive Connections,Groundwater & GWUDI"
CA1910003,CITY OF ARCADIA,LOS ANGELES,44738,14488,44738,"Consecutive Connections,Groundwater & GWUDI"
CA1910144,SAN GABRIEL COUNTY WD,LOS ANGELES,45000,9376,45000,"Consecutive Connections,Groundwater & GWUDI"
CA3710702,CAMP PENDLETON (SOUTH),SAN DIEGO,45000,7721,45000,"Consecutive Connections,Groundwater & GWUDI"
CA1910013,BELLFLOWER - SOMERSET MWC,LOS ANGELES,46300,6985,46300,"Consecutive Connections,Groundwater & GWUDI"
CA3610014,"COLTON, CITY OF",SAN BERNARDINO,46525,10312,46525,"Consecutive Connections,Groundwater & GWUDI"
CA3410015,GOLDEN STATE WATER CO. - CORDOVA,SACRAMENTO,47060,14863,47060,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410013,CAL AM - LINCOLN OAKS,SACRAMENTO,47546,14408,47546,"Consecutive Connections,Groundwater & GWUDI"
CA1910139,CAL/AM WATER COMPANY - SAN MARINO,LOS ANGELES,47731,14255,47731,"Consecutive Connections,Groundwater & GWUDI"
CA5010028,"CERES, CITY OF",STANISLAUS,48706,11809,48706,"Groundwater & GWUDI,Surface Water"
CA5710009,UC - DAVIS,YOLO,48828,696,48828,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410017,CAL AM - PARKWAY,SACRAMENTO,49150,14894,49150,"Consecutive Connections,Groundwater & GWUDI"
CA1910019,"CERRITOS - CITY, WATER DEPT.",LOS ANGELES,49578,15750,49578,"Consecutive Connections,Groundwater & GWUDI"
CA3710015,"POWAY, CITY OF",SAN DIEGO,49779,13980,49779,"Consecutive Connections,Surface Water"
CA1910173,"WHITTIER-CITY, WATER DEPT.",LOS ANGELES,49954,11997,49954,"Consecutive Connections,Groundwater & GWUDI"
CA1910004,GSWC - ARTESIA,LOS ANGELES,50230,10746,50230,"Consecutive Connections,Groundwater & GWUDI"
CA3110004,CITY OF LINCOLN,PLACER,51252,25150,51252,"Consecutive Connections,Groundwater & GWUDI"
CA3610055,YUCAIPA VALLEY WATER DISTRICT,SAN BERNARDINO,51900,13557,51900,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910044,"GLENDORA-CITY, WATER DEPT.",LOS ANGELES,52558,14053,52558,"Consecutive Connections,Groundwater & GWUDI"
CA3310022,LAKE HEMET MWD,RIVERSIDE,52913,14409,52913,"Consecutive Connections,Groundwater & GWUDI"
CA5710003,CITY OF WEST SACRAMENTO,YOLO,53355,15504,53355,Surface Water
CA3410010,CAL AM - SUBURBAN ROSEMONT,SACRAMENTO,53757,16290,53757,"Consecutive Connections,Groundwater & GWUDI"
CA1910011,"GSWC - BELL, BELL GARDENS",LOS ANGELES,54309,7420,54309,"Consecutive Connections,Groundwater & GWUDI"
CA3610038,"RIALTO, CITY OF",SAN BERNARDINO,54453,11996,54453,"Consecutive Connections,Groundwater & GWUDI"
CA1910194,ROWLAND WATER DISTRICT,LOS ANGELES,54660,13400,54660,Consecutive Connections
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",LOS ANGELES,55200,7129,55200,"Consecutive Connections,Groundwater & GWUDI"
CA3610029,MONTE VISTA CWD,SAN BERNARDINO,56422,11976,56422,"Consecutive Connections,Groundwater & GWUDI"
CA1910142,GSWC-SAN DIMAS,LOS ANGELES,56426,16145,56426,"Consecutive Connections,Groundwater & GWUDI"
CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,56793,15426,56793,"Consecutive Connections,Groundwater & GWUDI"
CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,60215,18566,60215,"Consecutive Connections,Groundwater & GWUDI"
CA5710006,CITY OF WOODLAND,YOLO,61032,17488,61032,"Consecutive Connections,Groundwater & GWUDI"
CA4910006,"PETALUMA, CITY OF",SONOMA,61304,20336,61304,"Consecutive Connections,Groundwater & GWUDI"
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",LOS ANGELES,62183,14080,62183,"Consecutive Connections,Groundwater & GWUDI"
CA0710008,CITY OF PITTSBURG,CONTRA COSTA,62500,19483,62500,"Consecutive Connections,Groundwater & GWUDI"
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,SAN BERNARDINO,62890,20780,62890,"Consecutive Connections,Groundwater & GWUDI"
CA1910077,GSWC - FLORENCE/GRAHAM,LOS ANGELES,62970,9726,62970,"Consecutive Connections,Groundwater & GWUDI"
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",LOS ANGELES,63066,19991,63066,"Consecutive Connections,Groundwater & GWUDI"
CA0710004,BRENTWOOD,CONTRA COSTA,64342,21143,64342,"Consecutive Connections,Groundwater & GWUDI"
CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,66045,18169,66045,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410006,CITRUS HEIGHTS WATER DISTRICT,SACRAMENTO,66815,20217,66815,"Consecutive Connections,Groundwater & GWUDI"
CA1910079,"LYNWOOD-CITY, WATER DEPT.",LOS ANGELES,66967,9277,66967,"Consecutive Connections,Groundwater & GWUDI"
CA5710001,CITY OF DAVIS,YOLO,67217,17320,67217,"Consecutive Connections,Groundwater & GWUDI"
CA4310009,CITY OF PALO ALTO,SANTA CLARA,67973,19975,67973,"Consecutive Connections,Groundwater & GWUDI"
CA3910004,"LODI, CITY OF",SAN JOAQUIN,68272,29421,68272,"Groundwater & GWUDI,Surface Water"
CA1910009,VALLEY COUNTY WATER DIST.,LOS ANGELES,68714,12564,68714,"Consecutive Connections,Groundwater & GWUDI"
CA4310001,CWSC LOS ALTOS SUBURBAN,SANTA CLARA,70175,18526,70175,"Consecutive Connections,Groundwater & GWUDI"
CA1910104,CALIFORNIA WATER SERVICE CO. - PALOS VER,LOS ANGELES,70819,24308,70819,Consecutive Connections
CA1910225,LAS VIRGENES MWD,LOS ANGELES,72602,20128,72602,"Consecutive Connections,Surface Water"
CA5010019,"TURLOCK, CITY OF",STANISLAUS,72682,19172,72682,"Consecutive Connections,Groundwater & GWUDI"
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,72964,16619,72964,"Consecutive Connections,Groundwater & GWUDI"
CA3310005,DESERT WATER AGENCY,RIVERSIDE,73224,23280,73224,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910026,"COMPTON-CITY, WATER DEPT.",LOS ANGELES,74877,14188,74877,"Consecutive Connections,Groundwater & GWUDI"
CA5110002,CITY OF YUBA CITY,SUTTER,75322,18867,75322,"Groundwater & GWUDI,Surface Water"
CA3410014,"FOLSOM, CITY OF - MAIN",SACRAMENTO,75728,22948,75728,"Consecutive Connections,Surface Water"
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",LOS ANGELES,76443,14392,76443,"Consecutive Connections,Groundwater & GWUDI"
CA4310005,CITY OF MILPITAS,SANTA CLARA,77961,15696,77961,"Consecutive Connections,Groundwater & GWUDI"
CA3610036,"CHINO HILLS, CITY OF",SAN BERNARDINO,77058,21799,77964,"Consecutive Connections,Groundwater & GWUDI"
CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,78025,23872,78025,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3610050,"UPLAND, CITY OF",SAN BERNARDINO,78376,18905,78376,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA0110008,CITY OF PLEASANTON,ALAMEDA,79871,22815,79871,"Consecutive Connections,Groundwater & GWUDI"
CA4310007,CITY OF MOUNTAIN VIEW,SANTA CLARA,81756,17823,81756,"Consecutive Connections,Groundwater & GWUDI"
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",LOS ANGELES,82041,15972,82041,"Consecutive Connections,Groundwater & GWUDI"
CA3310049,WESTERN MWD,RIVERSIDE,82560,21607,82560,Consecutive Connections
CA1910001,CITY OF ALHAMBRA,LOS ANGELES,83750,17735,83750,"Consecutive Connections,Groundwater & GWUDI"
CA3610012,"CHINO, CITY OF",SAN BERNARDINO,84560,22817,84560,"Consecutive Connections,Groundwater & GWUDI"
CA3910005,"MANTECA, CITY OF",SAN JOAQUIN,84625,25967,84625,"Consecutive Connections,Groundwater & GWUDI"
CA2810003,"NAPA, CITY OF",NAPA,85005,24950,85005,"Consecutive Connections,Surface Water"
CA3710029,OLIVENHAIN MWD,SAN DIEGO,86614,22705,86614,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4510005,CITY OF REDDING,SHASTA,87741,30580,87741,"Groundwater & GWUDI,Surface Water"
CA3710037,PADRE DAM MWD,SAN DIEGO,88963,23241,88963,Consecutive Connections
CA3110025,PLACER CWA - FOOTHILL,PLACER,69640,27711,89008,"Groundwater & GWUDI,Surface Water"
CA3710005,CARLSBAD MWD,SAN DIEGO,92865,28226,92865,Consecutive Connections
CA1910146,"SANTA MONICA-CITY, WATER DIVISION",LOS ANGELES,93076,17020,93076,"Consecutive Connections,Groundwater & GWUDI"
CA3910011,"TRACY, CITY OF",SAN JOAQUIN,94538,26810,94538,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910134,CALIFORNIA WATER SERVICE CO. - HERM/REDO,LOS ANGELES,96657,26751,96657,"Consecutive Connections,Groundwater & GWUDI"
CA4810008,CITY OF VACAVILLE,SOLANO,97155,30004,97155,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3610004,WEST VALLEY WATER DISTRICT,SAN BERNARDINO,98055,23436,98055,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,SANTA CLARA,98198,24020,98198,"Consecutive Connections,Groundwater & GWUDI"
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,ALAMEDA,98776,25229,98776,Consecutive Connections
CA3610024,HESPERIA WD,SAN BERNARDINO,100324,27583,100324,"Consecutive Connections,Groundwater & GWUDI"
CA1910234,WALNUT VALLEY WATER DISTRICT,LOS ANGELES,100449,27479,100449,Consecutive Connections
CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,103840,21512,103840,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910179,"BURBANK-CITY, WATER DEPT.",LOS ANGELES,105451,25588,105451,"Consecutive Connections,Groundwater & GWUDI"
CA3710001,CAL-AM WATER CORONADO,SAN DIEGO,106000,21391,106000,Consecutive Connections
CA1910213,"TORRANCE-CITY, WATER DEPT.",LOS ANGELES,106183,27497,106183,"Consecutive Connections,Groundwater & GWUDI"
CA3610019,SAN BERNARDINO VALLEY WD,SAN BERNARDINO,109608,1,109608,"Consecutive Connections,Groundwater & GWUDI"
CA1910034,"DOWNEY - CITY, WATER DEPT.",LOS ANGELES,109946,23489,109946,"Consecutive Connections,Groundwater & GWUDI"
CA1910007,AZUSA LIGHT AND WATER,LOS ANGELES,110044,23102,110044,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910240,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,LOS ANGELES,110329,30843,110329,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3710002,VALLECITOS WD,SAN DIEGO,111000,22183,111000,Consecutive Connections
CA0710001,CITY OF ANTIOCH,CONTRA COSTA,115074,33464,115074,"Consecutive Connections,Surface Water"
CA4810003,CITY OF FAIRFIELD,SOLANO,119897,32536,119897,Surface Water
CA3610052,VICTORVILLE WATER DISTRICT,SAN BERNARDINO,124653,37976,124653,"Consecutive Connections,Groundwater & GWUDI"
CA1010003,CITY OF CLOVIS,FRESNO,125722,39002,125722,"Groundwater & GWUDI,Surface Water"
CA4810007,CITY OF VALLEJO,SOLANO,126090,37973,126090,Surface Water
CA1910102,PALMDALE WATER DIST.,LOS ANGELES,126994,27012,126994,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4310012,CITY OF SANTA CLARA,SANTA CLARA,130746,25829,130746,"Consecutive Connections,Groundwater & GWUDI,Hauled Water"
CA0910001,EL DORADO ID - MAIN,EL DORADO,131527,42879,131527,Surface Water
CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,132838,27760,132838,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310021,JURUPA COMMUNITY SD,RIVERSIDE,133292,33328,133292,"Consecutive Connections,Groundwater & GWUDI"
CA1910017,SANTA CLARITA VALLEY W.A.-SANTA CLARITA,LOS ANGELES,135022,32972,135022,"Consecutive Connections,Groundwater & GWUDI"
CA3710006,"ESCONDIDO, CITY OF",SAN DIEGO,137941,26943,137941,"Consecutive Connections,Surface Water"
CA1910033,CALIFORNIA WATER SERVICE CO. - DOMINGUEZ,LOS ANGELES,143464,33087,143464,"Consecutive Connections,Groundwater & GWUDI"
CA3310038,RANCHO CALIFORNIA WATER DISTRICT,RIVERSIDE,144088,44164,144088,"Consecutive Connections,Groundwater & GWUDI"
CA5410016,CWS - VISALIA,TULARE,145793,46935,145793,"Consecutive Connections,Groundwater & GWUDI"
CA3110008,CITY OF ROSEVILLE,PLACER,149859,49434,149859,"Groundwater & GWUDI,Surface Water"
CA1910126,"POMONA - CITY, WATER DEPT.",LOS ANGELES,151713,30630,151713,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910036,CALIFORNIA WATER SERVICE CO. - ELA,LOS ANGELES,151902,26258,151902,"Consecutive Connections,Groundwater & GWUDI"
CA4310014,CITY OF SUNNYVALE,SANTA CLARA,156234,29156,155567,"Consecutive Connections,Groundwater & GWUDI"
CA1510031,"BAKERSFIELD, CITY OF",KERN,156770,49780,156770,"Consecutive Connections,Groundwater & GWUDI"
CA0110006,CITY OF HAYWARD,ALAMEDA,159293,36659,159293,"Consecutive Connections,Groundwater & GWUDI"
CA3310012,ELSINORE VALLEY MWD,RIVERSIDE,165586,47076,165586,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310037,"CORONA, CITY OF",RIVERSIDE,168751,44442,168751,"Consecutive Connections,Groundwater & GWUDI"
CA1910205,SUBURBAN WATER SYSTEMS-SAN JOSE,LOS ANGELES,168843,40636,168843,"Consecutive Connections,Groundwater & GWUDI"
CA1910124,PASADENA WATER AND POWER,LOS ANGELES,170950,38364,170950,"Consecutive Connections,Groundwater & GWUDI,Hauled Water"
CA3710014,"OCEANSIDE, CITY OF",SAN DIEGO,173048,44458,173048,"Consecutive Connections,Groundwater & GWUDI"
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,SAN JOAQUIN,175026,44213,175026,"Consecutive Connections,Groundwater & GWUDI"
CA4910009,"SANTA ROSA, CITY OF",SONOMA,178177,53759,175775,"Consecutive Connections,Groundwater & GWUDI,Spring Water"
CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,176926,48689,176926,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3910012,CITY OF STOCKTON,SAN JOAQUIN,183046,50129,183046,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,SAN BERNARDINO,185010,41923,185010,"Consecutive Connections,Groundwater & GWUDI"
CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,189371,33424,189371,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,194444,46722,194444,"Consecutive Connections,Groundwater & GWUDI"
CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,198000,60593,198000,"Consecutive Connections,Surface Water"
CA1910043,"GLENDALE-CITY, WATER DEPT.",LOS ANGELES,201334,35532,201334,"Consecutive Connections,Groundwater & GWUDI"
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,SAN BERNARDINO,202248,48321,202248,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,LOS ANGELES,204393,52016,204393,"Consecutive Connections,Groundwater & GWUDI"
CA5010010,"MODESTO, CITY OF",STANISLAUS,218771,70422,218771,"Consecutive Connections,Groundwater & GWUDI"
CA3710034,OTAY WATER DISTRICT,SAN DIEGO,227957,50431,227957,Consecutive Connections
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,237300,47150,237300,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910039,SAN GABRIEL VALLEY WATER CO.-EL MONTE,LOS ANGELES,254300,46215,254300,"Consecutive Connections,Groundwater & GWUDI"
CA1510003,CWS - BAKERSFIELD,KERN,266213,64693,266213,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310001,COACHELLA VWD: COVE COMMUNITY,RIVERSIDE,270000,110522,270000,"Consecutive Connections,Groundwater & GWUDI"
CA1910155,GSWC - SOUTHWEST,LOS ANGELES,275369,52481,275369,"Consecutive Connections,Groundwater & GWUDI"
CA3710010,HELIX WATER DISTRICT,SAN DIEGO,277418,56566,277418,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310031,"RIVERSIDE, CITY OF",RIVERSIDE,300488,66226,300488,"Consecutive Connections,Groundwater & GWUDI"
CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,344855,86695,344855,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1910065,LONG BEACH UTILITIES DEPARTMENT,LOS ANGELES,460682,90168,460682,"Consecutive Connections,Groundwater & GWUDI"
CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,520746,145404,520746,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA1010007,CITY OF FRESNO,FRESNO,545466,139212,545466,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,637387,164464,637387,"Consecutive Connections,Groundwater & GWUDI"
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,834046,171032,834046,"Consecutive Connections,Groundwater & GWUDI"
CA4310011,SAN JOSE WATER,SANTA CLARA,1010207,222941,1007514,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3710020,"SAN DIEGO, CITY OF",SAN DIEGO,1374790,282245,1374790,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA0110005,EAST BAY MUD,ALAMEDA,1430200,392288,1430200,"Consecutive Connections,Surface Water"
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",LOS ANGELES,3868811,707681,3868811,"Consecutive Connections,Groundwater & GWUDI,Surface Water"